|            Name|    sName|      ra|     dec|amaj|amin|  PA|FWHM|    Sp|  Sint|   S_N|  Dist|          VLSR|             l|                b|      amaj_36|      amin_36|      fwhm_eq|Dist_B|sigma_D|              Nh2|        Tdust|     mass_1kpc|         Lum_1kpc|       Mclump|           Lclump|     L_M_ratio|           r_pc|         n_H2|
|            char|     char|  double|  double|long|long|long|long|double|double|double|double|        double|        double|           double|       double|       double|       double|double| double|           double|       double|        double|           double|       double|           double|        double|         double|       double|
|                |         |     deg|     deg|arcs|arcs| deg|arcs|    Jy|    Jy|      |      |              |              |                 |             |             |             |      |       |                 |             |              |                 |             |                 |              |               |             |
|            null|     null|    null|    null|null|null|null|null|  null|  null|  null|  null|          null|          null|             null|         null|         null|         null|  null|   null|             null|         null|          null|             null|         null|             null|          null|           null|         null|
 G018.7605+0.2610 G018_7605 276.0551 -12.4631   48   31  115   38   1.09    4.3   15.1   14.0  20.7999992371  18.7605203617    0.260963526589 28.4987280418 21.8272192457 33.2828784813   1.81     0.2 3.47326651096e+22 21.1637399559  31.5948059042     233.057007583 103.507743623     763.518062543  7.37643422434  0.293588022307 14096.7892748 
 G018.8246-0.4678 G018_8246 276.7462 -12.7467   27   26   78   26   1.09   2.03  15.87    4.5           63.0  18.8245787716   -0.467869663781 20.4555004828 20.1290213374 17.9373911147   4.94    0.33 4.41711907744e+22 20.2635262494  24.9629431301      141.77588053  609.18567897      3459.8418781  5.67945373232  0.437278937873 25109.4022064 
 G018.8330-0.3007 G018_8330 276.5987 -12.6614   33   27    9   30   1.17   2.84   18.2   12.6           63.5  18.8330129716   -0.300809758193 22.5483369675 20.4555004828   22.59977876   4.94    0.34 2.65649962206e+22 23.2738717948  13.8318426677     168.759709265 337.546755726     4118.34444103  12.2008118021  0.547377286518 7093.09844941 
 G019.0030+0.1290 G019_0030 276.2907 -12.3104   28   24  109   26   1.21   2.23  20.11   11.3           68.0  19.0031018476    0.128958193423 20.7888792387  19.498140937 17.0806908525   5.03    0.31 3.44825429317e+22 17.8487696736  17.1538466815     47.6992901154 434.007759503     1206.83496928  2.78067601986  0.424738872364 19520.6300847 
 G019.0762-0.2876 G019_0762 276.7029 -12.4401   31   28   92   29   4.39  10.27  59.88    4.5           66.0  19.0762157292   -0.287672649184 21.8272192457 20.7888792387 22.0850628254   5.01     0.3 1.06719057158e+23 24.6909338859  55.8467897654     878.336641878 1401.76000779     22046.3375448  15.7276120179  0.542774540496 30211.8713666 
 G019.3627-0.0302 G019_3627 276.6065 -12.0666   40   26  -14   32   2.97   8.52  40.62    2.4  26.2999992371  19.3627818125  -0.0302678400365 25.2225593467 20.1290213374 25.6855990781  14.05    0.33 9.75677811894e+22  18.962467665  62.1161959494     207.837382821 12261.8923709     41027.6189624   3.3459451218   1.76493583949 7686.57908543 
 G019.4717+0.1702 G019_4717 276.4773 -11.8767   30   24   96   27   5.97  11.46  73.33   14.1           20.0  19.4718187543    0.170100287884 21.4750436554  19.498140937 18.4323085912  14.17    0.28 1.58521225363e+23 18.7248069685   77.468342227     254.218981082 15554.7832206     51044.3495705  3.28158540345   1.28771832583 25105.2008747 
 G019.4868+0.1358 G019_4868 276.5156 -11.8794   39   29   89   34   0.79   2.44  12.16   13.9  23.1000003815  19.4869159135    0.135689365404 24.8279580312 21.1288310136 27.3998175176  14.12    0.29 1.95825253839e+22 24.2233494132  13.6771065047     221.718397917  2726.8649031     44204.9725536  16.2109140439   1.89012103007 1391.73691289 
 G019.6063-0.9012 G019_6063 277.5112 -12.2557   37   30   17   33   0.69   2.08  10.49    3.0  34.4000015259  19.6063449468   -0.901243409192 24.0505197449 21.4750436554 27.0138853185   3.23    0.21 1.25433998042e+22 27.6849128523  7.21471251976     269.787677295 75.2703742474     2814.66785845  37.3940994261   0.42637522752 3346.65195887 
 G019.6084-0.2346 G019_6084 276.9084 -11.9444   25   22   79   24  18.34  27.63 149.69   12.7  40.7999992371  19.6084401439   -0.234682432521 19.8097829367 18.8991401921 13.0288142208    3.3    0.19 1.19743784189e+23 27.5490496607  60.3197877712     1783.59140456 656.882488828     19423.3103957  29.5689270547  0.215456479969 226345.242401 
 G019.7261-0.1135 G019_7261 276.8548 -11.7838   30   27   64   29   0.92   2.04  14.78    4.3  60.2000007629   19.726188896   -0.113524481147 21.4750436554 20.4555004828 20.7304124416  11.61    0.43 3.05945245399e+22 19.5945259996   16.686657328     71.8985460172 2249.22958322      9691.3560046  4.30874468168   1.18250659636 4687.97662384 
 G019.7539-0.1286 G019_7539 276.8817 -11.7662   28   24  144   26   1.64   3.11  25.63    9.3  120.599998474  19.7540216164   -0.128643311435 20.7888792387  19.498140937 17.0806908525   7.82    0.85 4.14941856759e+22 21.4300117184  21.5005021671     158.847655973 1314.80730872     9713.91539712  7.38809050778  0.660329618665 15737.7319141 
 G020.0804-0.1358 G020_0804 277.0432 -11.4806   24   23  109   23    7.3  10.65  96.46   12.6  41.2000007629  20.0804250779   -0.135863599528  19.498140937 19.1944653481 13.1053424221    3.3    0.19 8.32009522503e+22 25.8164394217  41.7531989492     867.312066749 454.692336557      9445.0284069  20.7723501091   0.21664122705 154119.176805 
 G020.3623-0.0132 G020_3623 277.0661  -11.174   25   23   56   24   1.83   2.83  28.47    3.9  52.2000007629  20.3623329319  -0.0132427833029 19.8097829367 19.1944653481  13.955285737   3.44     0.2 4.51025415118e+22 18.6173448663  21.9724639146     76.0085984033 260.013348979     899.455350066  3.45926604767  0.239577522216 65165.8110207 
 G020.4318+0.3573 G020_4318 276.7649 -10.9402   24   23  125   24   0.64   0.97  10.83   17.6 -10.3999996185  20.4317790257     0.35719492096  19.498140937 19.1944653481 13.1053424221   16.3    0.57 7.09045657284e+21 22.2956050269  3.77118006934     35.9336421853 1001.96483262     9547.20939222  9.52848750911   1.07007636392 2818.19169813 
 G020.7466-0.0916 G020_7466 277.3187 -10.8701   31   27  130   29   2.51    5.8  33.05   11.7           59.0  20.7466160211  -0.0917040571658 21.8272192457 20.4555004828 21.3717102732   3.49    0.22 6.81864161097e+22 20.8573767123  34.1044726255     246.908642173 415.395887026     3007.37195254  7.23977306099  0.366176266594 29157.7482132 
 G020.7611-0.0629 G020_7611 277.2997 -10.8439   24   24  100   24   1.15   1.76  15.16   11.8           57.0  20.7611655556  -0.0630170645398  19.498140937  19.498140937 13.9910685796   3.48    0.21 2.28446770624e+22 23.6148242593  11.8133791314     169.590038904 143.064746632     2053.80320714  14.3557602798  0.242949831878 34383.1124842 
 G021.3555-0.1759 G021_3555 277.6818 -10.3696   27   23   67   25   0.78   1.33  12.37   10.3  91.1999969482  21.3555224962   -0.175954532526 20.4555004828 19.1944653481 15.5161206492   5.53    0.29 1.63966282582e+22 22.5340774253  8.49997033103     91.4946832717 259.936742696     2797.98975966  10.7641179567  0.425902566837 11595.7612933 
 G021.3849-0.2536 G021_3849 277.7657 -10.3794   28   26   87   27    2.4    4.7  36.08   10.3           91.0  21.3850364441   -0.253645667898 20.7888792387 20.1290213374  18.648056199   5.52    0.29 6.29117121569e+22 21.3597130714  32.0225692852     225.823608871 975.740495147     6880.93569175  7.05201406109  0.507316294723  25754.923278 
 G021.8731+0.0081 G021_8731 277.7595  -9.8256   37   26  105   31   1.45   3.73  24.87   13.8  21.1000003815  21.8731413087  0.00805424925028 24.0505197449 20.1290213374 24.1194941904  13.97    0.31 2.08722671786e+22 26.3658669914  11.5091436848     299.181217328 2246.13483976     58388.4756369  25.9950892543   1.64979660642 1723.87976927 
 G023.1989+0.0009 G023_1989 278.3866  -8.6531   33   28  -30   30   2.38   5.93  27.17    4.8  76.1999969482  23.1989640306 0.000811401245785 22.5483369675 20.7888792387 23.3184476327   4.65    0.44  7.9018215491e+22 18.6315147901  41.6572306173     135.109154263 900.733469023     2921.39768805  3.24335420912  0.531269786189 20702.0480995 
 G023.2646+0.0774 G023_2646 278.3486  -8.5595   26   24   95   25   2.77   4.85  30.99    4.9  77.5999984741  23.2646798293   0.0773232312657 20.1290213374  19.498140937  15.612494996   4.73    0.44 6.61218216361e+22 20.4622447801  33.4886952217     191.929328283 749.239229326     4294.01566874  5.73116769741  0.366448073116 52474.1663655 
 G023.2692-0.2576 G023_2692 278.6514  -8.7098   38   33   83   35   2.21   7.48  25.43    5.0  60.4000015259   23.269301791   -0.257624322914 24.4372154715 22.5483369675 29.5592625077   3.82     0.3 9.67584959759e+22 17.3515533819  61.8680628722     132.207150551 902.803520656      1929.2196237  2.13692080232   0.55105909953 18593.4969121 
 G023.4291-0.2370 G023_4291 278.7074  -8.5585   27   23   -6   25   0.54    0.9   5.99    5.9          103.0  23.4291005571   -0.237085546215 20.4555004828 19.1944653481 15.5161206492   5.93    0.23 3.01443048335e+22 24.3297745632  17.8961547912     329.348965103 629.316493616      11581.523423   18.403336859  0.456709262449 22767.3257897 
