|             Name |       ra |      dec | amaj | amin |  PA | FWHM |   Sp |  Sint |   S_N | nYSOs | nMIPS | nSIMBAD |
| G022.6919-0.4519 | 278.5567 |  -9.3118 |   25 |   22 |  15 |   23 | 0.58 |  0.86 |  9.55 |     0 |     0 |       0 |
| G022.7215-0.2733 | 278.4099 |  -9.2032 |   49 |   22 | 110 |   33 | 0.77 |  2.28 | 11.69 |     0 |     0 |       0 |
| G022.7366-0.2418 | 278.3888 |  -9.1752 |   29 |   23 |  73 |   26 | 1.08 |  1.98 | 15.84 |     0 |     0 |       0 |
| G022.7413-0.2592 | 278.4066 |  -9.1791 |   50 |   19 |  80 |   31 | 0.53 |  1.35 |  7.66 |     0 |     0 |       0 |
| G023.0289+0.1202 | 278.2002 |  -8.7489 |   27 |   25 |  14 |   26 | 0.58 |  1.07 |  7.71 |     0 |     0 |       0 |
| G023.0443+0.2021 | 278.1339 |  -8.6974 |   34 |   22 | 114 |   27 | 0.53 |  1.07 |  6.28 |     0 |     0 |       0 |
| G023.2056-0.3772 | 278.7292 |  -8.8214 |   25 |   22 | 130 |   24 | 7.35 |  11.3 | 73.17 |     0 |     0 |       0 |
| G023.2081-0.0003 | 278.3919 |  -8.6455 |   24 |   22 | 116 |   23 | 0.84 |   1.2 |   9.6 |     0 |     0 |       0 |
| G023.2122-0.3726 | 278.7281 |  -8.8134 |   41 |   20 |  64 |   29 |  0.6 |  1.34 |  6.34 |     0 |     0 |       0 |
| G023.2674-0.3559 | 278.7389 |  -8.7567 |   28 |   19 | 148 |   23 | 0.63 |   0.9 |   7.3 |     0 |     0 |       0 |
| G023.2694-0.2097 | 278.6085 |  -8.6876 |   43 |   23 |  72 |   32 |  1.1 |  2.96 | 13.01 |     0 |     0 |       0 |
| G023.2778-0.2149 | 278.6171 |  -8.6826 |   32 |   22 | 121 |   27 | 0.86 |  1.69 |  9.38 |     0 |     0 |       0 |
| G023.2826-0.2007 | 278.6066 |  -8.6718 |   42 |   27 | 109 |   34 | 0.79 |  2.45 |  9.41 |     0 |     0 |       0 |
| G023.2957+0.0556 | 278.3827 |   -8.542 |   35 |   20 | 156 |   27 | 0.61 |  1.19 |  7.19 |     0 |     0 |       0 |
| G023.2989-0.2501 | 278.6586 |  -8.6801 |   21 |   19 |  59 |   20 | 0.78 |  0.86 |  8.99 |     0 |     0 |       0 |
| G023.3222-0.0775 | 278.5145 |  -8.5799 |   32 |   20 | -28 |   26 | 0.51 |   0.9 |  5.38 |     0 |     0 |       0 |
| G023.3339-0.2111 | 278.6398 |   -8.631 |   37 |   22 | -15 |   28 | 0.52 |  1.13 |  6.05 |     0 |     0 |       0 |
| G023.3548-0.1347 |  278.581 |  -8.5773 |   43 |   26 |  82 |   33 | 0.57 |  1.71 |  6.62 |     0 |     0 |       0 |
| G023.3760-0.1293 |  278.586 |   -8.556 |   48 |   26 |  14 |   35 | 0.56 |  1.89 |  6.87 |     0 |     0 |       0 |
| G023.3828-0.2168 | 278.6678 |  -8.5903 |   22 |   19 | 113 |   20 | 0.55 |  0.62 |  6.55 |     0 |     0 |       0 |
| G023.3905-0.1757 | 278.6344 |  -8.5645 |   49 |   22 |  95 |   33 | 0.52 |  1.55 |  6.36 |     0 |     0 |       0 |
| G023.3980-0.2471 |  278.702 |  -8.5907 |   48 |   34 | -34 |   40 | 0.79 |   3.5 |  8.76 |     0 |     0 |       0 |
| G023.3983-0.2154 | 278.6736 |  -8.5759 |   41 |   22 | 101 |   30 | 0.73 |  1.77 |  8.58 |     0 |     0 |       0 |
| G023.3995-0.1761 |  278.639 |  -8.5566 |   22 |   20 |  84 |   21 | 0.51 |   0.6 |  5.29 |     0 |     0 |       0 |
| G023.4079-0.2277 | 278.6892 |   -8.573 |   40 |   31 |   4 |   35 | 2.06 |  6.76 | 24.41 |     0 |     0 |       0 |
| G023.4189-0.1928 |  278.663 |  -8.5472 |   22 |   21 |  81 |   22 |  0.6 |  0.77 |  6.95 |     0 |     0 |       0 |
| G023.4264-0.1538 | 278.6315 |  -8.5226 |   24 |   19 |  77 |   21 | 0.55 |  0.68 |  6.34 |     0 |     0 |       0 |
| G023.4291-0.2370 | 278.7074 |  -8.5585 |   27 |   23 |  -6 |   25 | 0.54 |   0.9 |  5.99 |     0 |     0 |       0 |
| G023.4299-0.1802 | 278.6568 |  -8.5315 |   43 |   19 | 105 |   29 | 0.65 |  1.45 |  7.14 |     0 |     0 |       0 |
| G023.4412-0.2555 | 278.7296 |  -8.5563 |   30 |   26 |  85 |   28 | 0.55 |  1.15 |  6.86 |     0 |     0 |       0 |
| G023.4556-0.2301 | 278.7135 |  -8.5317 |   50 |   20 |  -9 |   32 | 0.58 |  1.57 |  7.52 |     0 |     0 |       0 |
| G023.4742+0.1037 | 278.4227 |  -8.3614 |   29 |   22 | 105 |   26 | 0.89 |  1.58 |  9.65 |     0 |     0 |       0 |
| G023.4771+0.1147 | 278.4142 |  -8.3538 |   28 |   22 |  57 |   25 | 0.73 |   1.2 |  7.59 |     0 |     0 |       0 |
| G023.5123-0.0160 | 278.5478 |  -8.3828 |   25 |   21 |  37 |   23 | 0.55 |  0.78 |  6.72 |     0 |     0 |       0 |
| G023.5176+0.2425 | 278.3185 |  -8.2589 |   26 |   19 | 126 |   22 | 0.54 |  0.74 |  6.07 |     0 |     0 |       0 |
| G023.5344-0.0609 | 278.5984 |  -8.3839 |   43 |   23 | 110 |   31 | 0.58 |  1.54 |  7.93 |     0 |     0 |       0 |
| G023.8923+0.4071 | 278.3456 |  -7.8505 |   37 |   25 | 130 |   30 | 0.54 |  1.36 |  8.95 |     0 |     0 |       0 |
| G023.9006+0.0777 | 278.6446 |   -7.995 |   24 |   20 | 148 |   22 | 0.64 |  0.85 | 10.09 |     0 |     0 |       0 |
| G023.9790+0.1498 | 278.6164 |  -7.8922 |   35 |   19 |   6 |   26 |  0.7 |  1.26 | 11.98 |     0 |     0 |       0 |
| G024.0179+0.2107 |   278.58 |  -7.8296 |   38 |   31 |  47 |   34 | 0.58 |  1.81 |  9.92 |     0 |     0 |       0 |
| G024.0234+0.2431 | 278.5535 |  -7.8097 |   40 |   24 | 124 |   31 | 0.52 |  1.35 |  8.49 |     0 |     0 |       0 |
| G024.0238+0.1988 | 278.5934 |  -7.8298 |   32 |   24 |  82 |   28 | 0.96 |  2.03 | 15.55 |     0 |     0 |       0 |
| G024.0492-0.2145 | 278.9756 |  -7.9976 |   36 |   30 | 136 |   33 | 0.58 |   1.7 |  8.78 |     0 |     0 |       0 |
| G024.2583+0.1022 | 278.7889 |  -7.6662 |   29 |   22 | -15 |   25 | 0.55 |  0.91 |  7.95 |     0 |     0 |       0 |
| G024.3462+0.0626 | 278.8652 |  -7.6064 |   44 |   22 | -17 |   31 | 0.82 |  2.18 | 12.05 |     0 |     0 |       0 |
| G024.3547+0.0294 | 278.8988 |  -7.6141 |   25 |   25 |  97 |   25 | 0.56 |  0.94 |   8.0 |     0 |     0 |       0 |
| G024.4089+0.0733 | 278.8847 |  -7.5459 |   36 |   21 | 103 |   27 | 0.96 |  1.98 | 14.33 |     0 |     0 |       0 |
| G024.4144+0.1020 | 278.8616 |  -7.5278 |   38 |   29 |  33 |   33 | 1.55 |  4.63 | 23.27 |     0 |     0 |       0 |
| G024.4326+0.3238 | 278.6714 |  -7.4094 |   42 |   23 |  89 |   31 |  0.6 |  1.52 |  8.41 |     0 |     0 |       0 |
| G024.4352+0.2533 | 278.7357 |  -7.4396 |   32 |   28 |  77 |   30 | 1.28 |  3.19 | 18.06 |     0 |     0 |       0 |
| G024.4377+0.2333 | 278.7549 |  -7.4465 |   48 |   32 |  74 |   40 | 0.61 |  2.59 |   9.2 |     0 |     0 |       0 |
| G024.4526+0.5164 | 278.5084 |  -7.3029 |   26 |   20 |  90 |   23 | 0.51 |  0.75 |  7.75 |     0 |     0 |       0 |
| G024.4592+0.1976 | 278.7968 |  -7.4439 |   24 |   21 | 101 |   23 | 2.07 |  2.93 | 27.91 |     0 |     0 |       0 |
| G024.4814+0.1799 |  278.823 |  -7.4324 |   23 |   19 |  11 |   21 | 0.57 |  0.69 |  8.44 |     0 |     0 |       0 |
| G024.5133-0.2142 | 279.1907 |  -7.5853 |   33 |   26 |  50 |   29 | 0.59 |  1.34 |  8.59 |     0 |     0 |       0 |
| G024.5245-0.1397 | 279.1291 |  -7.5411 |   40 |   27 | -13 |   33 | 0.67 |  1.97 |  9.62 |     0 |     0 |       0 |
| G024.5259-0.2841 | 279.2591 |  -7.6062 |   38 |   30 |   6 |   33 | 0.53 |  1.63 |  7.36 |     0 |     0 |       0 |
| G024.5269+0.3232 | 278.7157 |   -7.326 |   33 |   30 |  17 |   31 | 0.54 |  1.44 |  7.64 |     0 |     0 |       0 |
| G024.5458-0.2144 |  279.206 |  -7.5566 |   41 |   22 |  16 |   30 |  0.6 |  1.44 |  7.88 |     0 |     0 |       0 |
| G024.5611+0.3413 | 278.7155 |  -7.2873 |   44 |   33 |  54 |   38 | 0.63 |   2.5 |   9.5 |     0 |     0 |       0 |
| G024.6294+0.1731 | 278.8977 |  -7.3041 |   31 |   26 | -20 |   28 | 1.27 |  2.75 | 17.55 |     0 |     0 |       0 |
| G024.6669-0.1154 | 279.1734 |  -7.4034 |   37 |   20 |  32 |   27 | 0.66 |  1.33 |  8.81 |     0 |     0 |       0 |
| G024.6709-0.1423 | 279.1993 |  -7.4122 |   21 |   19 |  -9 |   20 | 0.63 |   0.7 |  7.53 |     0 |     0 |       0 |
| G024.6897-0.1253 | 279.1928 |  -7.3877 |   26 |   21 | 148 |   24 | 0.98 |  1.48 | 14.75 |     0 |     0 |       0 |
| G024.7028-0.1272 | 279.2006 |   -7.377 |   37 |   27 |  28 |   32 |  0.9 |  2.47 | 11.56 |     0 |     0 |       0 |
| G024.7441+0.1624 | 278.9604 |  -7.2071 |   59 |   26 |  70 |   39 | 0.61 |  2.52 |  7.67 |     0 |     0 |       0 |
| G024.7810+0.0811 | 279.0504 |  -7.2119 |   22 |   19 |  59 |   21 | 1.05 |   1.2 |  10.0 |     0 |     0 |       0 |
| G025.1526-0.2906 | 279.5551 |  -7.0524 |   38 |   38 | 134 |   38 | 0.51 |  2.01 |   6.5 |     0 |     0 |       0 |
| G025.1803+0.1401 | 279.1824 |  -6.8301 |   30 |   26 |  75 |   28 | 0.67 |  1.44 |  9.32 |     0 |     0 |       0 |
| G025.2602-0.4426 | 279.7409 |  -7.0265 |   30 |   23 | -31 |   26 |  0.6 |  1.11 |  7.66 |     0 |     0 |       0 |
| G025.3411-0.1969 | 279.5583 |   -6.842 |   31 |   20 |  -7 |   25 |  0.6 |  1.02 |  7.81 |     0 |     0 |       0 |
| G025.3453-0.1856 | 279.5501 |   -6.833 |   25 |   19 | -14 |   22 | 0.51 |  0.68 |  6.97 |     0 |     0 |       0 |
| G025.4124-0.1920 | 279.5869 |  -6.7764 |   34 |   19 | 123 |   25 |  0.6 |  1.04 |  7.13 |     0 |     0 |       0 |
| G025.4131-0.1747 | 279.5718 |  -6.7678 |   38 |   29 | 151 |   33 | 0.82 |  2.46 | 10.34 |     0 |     0 |       0 |
| G025.7362+0.2120 | 279.3752 |  -6.3033 |   47 |   37 | -28 |   42 |  0.8 |  3.77 |  9.69 |     0 |     0 |       0 |
| G025.7920+0.2539 | 279.3635 |  -6.2345 |   38 |   21 | 104 |   28 | 0.65 |  1.42 |  7.84 |     0 |     0 |       0 |
| G025.8048+0.2712 |  279.354 |  -6.2151 |   37 |   23 | -28 |   29 | 0.61 |  1.41 |  7.82 |     0 |     0 |       0 |
| G025.8211-0.1701 | 279.7561 |  -6.4032 |   27 |   19 | 149 |   23 | 0.51 |   0.7 |  5.11 |     0 |     0 |       0 |
| G026.1894-0.1796 | 279.9343 |  -6.0802 |   28 |   24 |  -3 |   26 | 0.67 |  1.19 |  7.69 |     0 |     0 |       0 |
| G026.2866+0.1442 | 279.6898 |  -5.8454 |   28 |   20 |  40 |   24 | 0.69 |  1.04 |   7.8 |     0 |     0 |       0 |
| G026.2895+0.1343 |    279.7 |  -5.8474 |   29 |   22 |  12 |   25 | 0.51 |  0.88 |  6.02 |     0 |     0 |       0 |
| G026.3231+0.1330 | 279.7166 |  -5.8181 |   38 |   25 | -13 |   31 |  1.4 |  3.58 | 15.94 |     0 |     0 |       0 |
| G026.3438+0.1365 | 279.7231 |  -5.7981 |   25 |   22 |  -5 |   23 | 0.56 |  0.82 |  6.27 |     0 |     0 |       0 |
| G026.5168+0.2867 | 279.6686 |  -5.5754 |   36 |   22 |  32 |   28 | 1.14 |   2.5 |  9.84 |     0 |     0 |       0 |
| G026.5443-0.2918 |  280.198 |  -5.8161 |   36 |   22 |  25 |   28 | 1.41 |  2.99 | 15.64 |     0 |     0 |       0 |
| G026.5477+0.4260 | 279.5585 |  -5.4841 |   25 |   19 |  18 |   22 | 0.56 |  0.72 |   6.7 |     0 |     0 |       0 |
| G026.5553-0.2984 |  280.209 |  -5.8094 |   30 |   23 | 151 |   26 | 0.59 |  1.11 |  5.89 |     0 |     0 |       0 |
| G026.5753-0.3244 | 280.2414 |  -5.8035 |   28 |   19 |  87 |   23 | 0.55 |  0.81 |  6.18 |     0 |     0 |       0 |
| G026.6529+0.0056 | 279.9823 |  -5.5833 |   38 |   26 |  80 |   31 | 0.53 |  1.39 |  6.31 |     0 |     0 |       0 |
| G026.9559-0.0756 | 280.1942 |  -5.3512 |   29 |   24 |  28 |   26 |  0.9 |   1.7 | 10.91 |     0 |     0 |       0 |
| G027.0111-0.0378 | 280.1859 |  -5.2848 |   32 |   24 | 105 |   27 | 0.52 |  1.04 |  6.42 |     0 |     0 |       0 |
| G027.3154+0.1772 | 280.1339 |  -4.9159 |   35 |   22 | -13 |   28 | 0.87 |  1.83 | 10.57 |     0 |     0 |       0 |
| G027.3600-0.1584 | 280.4539 |  -5.0298 |   26 |   20 | -11 |   23 |  0.8 |  1.13 |   7.5 |     0 |     0 |       0 |
| G027.3717-0.1631 | 280.4634 |  -5.0215 |   27 |   19 |  79 |   23 | 0.93 |   1.3 |  7.49 |     0 |     0 |       0 |
| G027.4646+0.1189 | 280.2545 |  -4.8099 |   44 |   27 | 134 |   34 | 0.83 |  2.65 |  9.65 |     0 |     0 |       0 |
| G027.5035+0.1958 | 280.2037 |  -4.7401 |   30 |   24 |  96 |   27 | 0.71 |  1.37 |  8.23 |     0 |     0 |       0 |
| G027.8071-0.1819 | 280.6801 |   -4.643 |   26 |   19 | 104 |   22 | 0.52 |   0.7 |  6.93 |     0 |     0 |       0 |
| G028.1443+0.3213 |  280.386 |  -4.1129 |   33 |   33 |  -1 |   33 | 0.54 |  1.61 |  7.22 |     0 |     0 |       0 |
| G028.1943-0.0747 |  280.762 |  -4.2496 |   34 |   24 |  92 |   29 | 0.76 |  1.68 |  8.35 |     0 |     0 |       0 |
| G028.2726-0.1666 | 280.8799 |  -4.2219 |   49 |   28 | 104 |   37 | 0.83 |  3.12 | 10.62 |     0 |     0 |       0 |
| G028.2805-0.3524 | 281.0492 |  -4.2998 |   38 |   27 | 108 |   32 | 0.93 |  2.57 | 11.79 |     0 |     0 |       0 |
| G028.3212-0.0096 | 280.7621 |   -4.107 |   33 |   25 |  48 |   28 | 1.56 |  3.42 | 19.99 |     0 |     0 |       0 |
| G028.4010+0.0877 | 280.7119 |  -3.9915 |   22 |   19 |  60 |   20 | 0.64 |  0.71 |  7.61 |     0 |     0 |       0 |
| G028.5246-0.2519 | 281.0714 |  -4.0368 |   27 |   19 | 141 |   23 | 0.52 |  0.73 |  6.53 |     0 |     0 |       0 |
| G028.5413-0.2371 | 281.0658 |  -4.0152 |   43 |   28 |  11 |   35 | 0.74 |   2.4 |  9.33 |     0 |     0 |       0 |
| G028.6593+0.0406 | 280.8723 |  -3.7833 |   31 |   28 |  44 |   29 | 1.15 |   2.7 | 15.35 |     0 |     0 |       0 |
| G028.7071-0.2947 | 281.1931 |  -3.8939 |   42 |   28 |  17 |   34 | 1.09 |   3.5 | 15.03 |     0 |     0 |       0 |
| G028.7725+0.1758 | 280.8036 |  -3.6208 |   31 |   24 |  90 |   27 | 0.67 |  1.33 |  8.98 |     0 |     0 |       0 |
| G028.8349-0.2085 | 281.1747 |  -3.7409 |   31 |   26 |  25 |   29 | 0.86 |  1.92 | 11.21 |     0 |     0 |       0 |
| G028.8601+0.0749 | 280.9336 |  -3.5889 |   23 |   23 | 160 |   23 | 0.63 |  0.92 |  8.18 |     0 |     0 |       0 |
| G028.9577-0.2016 | 281.2248 |  -3.6285 |   24 |   20 |  70 |   22 | 0.66 |  0.84 |  9.09 |     0 |     0 |       0 |
| G028.9852-0.6216 | 281.6118 |  -3.7957 |   37 |   20 | 124 |   27 | 0.59 |  1.18 |  8.14 |     0 |     0 |       0 |
| G029.0015+0.0668 | 281.0056 |   -3.467 |   31 |   20 |  67 |   25 | 0.51 |  0.86 |  6.64 |     0 |     0 |       0 |
| G029.5561+0.1861 | 281.1531 |  -2.9191 |   33 |   29 |  65 |   31 | 0.55 |   1.4 |  7.34 |     0 |     0 |       0 |
| G029.8406-0.0342 | 281.4794 |  -2.7665 |   28 |   23 | 152 |   26 | 0.55 |  0.99 |   6.6 |     0 |     0 |       0 |
| G029.8871+0.0051 | 281.4656 |  -2.7073 |   34 |   24 |  93 |   28 | 0.95 |  2.05 | 10.06 |     0 |     0 |       0 |
| G029.9206-0.0140 | 281.4979 |  -2.6862 |   27 |   19 |  97 |   23 | 0.92 |   1.3 | 10.47 |     0 |     0 |       0 |
| G029.9351-0.0752 | 281.5591 |  -2.7012 |   34 |   23 | -15 |   28 | 0.58 |  1.22 |  6.07 |     0 |     0 |       0 |
| G029.9405-0.7886 | 282.1972 |  -3.0219 |   40 |   21 | -25 |   29 | 0.61 |  1.38 |  6.87 |     0 |     0 |       0 |
| G029.9726-0.0110 |  281.519 |  -2.6385 |   30 |   19 |  63 |   24 | 0.76 |  1.17 |  8.38 |     0 |     0 |       0 |
| G030.0062-0.1192 | 281.6308 |   -2.658 |   32 |   21 |  93 |   26 | 0.59 |  1.08 |  7.11 |     0 |     0 |       0 |
| G030.0127-0.0307 | 281.5548 |  -2.6119 |   30 |   22 |  97 |   26 | 0.53 |  0.98 |  6.62 |     0 |     0 |       0 |
| G030.0556+0.0995 | 281.4585 |  -2.5143 |   28 |   25 |  52 |   26 | 0.53 |   1.0 |  6.56 |     0 |     0 |       0 |
| G030.4145-0.2225 | 281.9092 |  -2.3418 |   28 |   22 |   1 |   25 | 0.54 |  0.88 |  6.38 |     0 |     0 |       0 |
| G030.4235-0.2142 | 281.9059 |  -2.3301 |   30 |   27 | 112 |   28 | 0.96 |   2.1 | 12.73 |     0 |     0 |       0 |
| G030.4275-0.2359 | 281.9271 |  -2.3364 |   62 |   22 |  90 |   37 |  0.8 |   3.0 | 10.16 |     0 |     0 |       0 |
| G030.5682-0.0258 | 281.8042 |  -2.1153 |   29 |   24 |   2 |   26 | 0.69 |   1.3 |  9.06 |     0 |     0 |       0 |
| G030.5830-0.0491 | 281.8317 |  -2.1128 |   31 |   19 |  26 |   25 |  0.6 |  0.99 |  8.32 |     0 |     0 |       0 |
| G030.5939+0.1820 |  281.631 |  -1.9977 |   40 |   26 | 126 |   32 | 1.05 |   3.0 | 14.59 |     0 |     0 |       0 |
| G030.6111+0.1791 | 281.6414 |  -1.9836 |   36 |   23 |  65 |   29 | 0.72 |   1.6 | 10.41 |     0 |     0 |       0 |
| G030.6574+0.0446 | 281.7823 |  -2.0038 |   40 |   26 | 123 |   32 | 0.52 |  1.45 |  6.91 |     0 |     0 |       0 |
| G030.6599+0.2295 | 281.6188 |  -1.9173 |   33 |   24 |   2 |   28 |  0.8 |  1.74 | 11.66 |     0 |     0 |       0 |
| G030.6783-0.0386 | 281.8659 |  -2.0232 |   37 |   29 |  33 |   33 | 1.18 |  3.47 | 15.05 |     0 |     0 |       0 |
| G030.6858-0.0306 | 281.8622 |  -2.0129 |   53 |   34 |  66 |   42 | 1.48 |  7.22 | 18.36 |     0 |     0 |       0 |
| G030.6889-0.0543 | 281.8847 |  -2.0209 |   22 |   19 |  91 |   21 | 0.54 |  0.62 |  6.16 |     0 |     0 |       0 |
| G030.7014-0.0592 | 281.8948 |   -2.012 |   26 |   19 |   1 |   23 | 0.78 |  1.08 |  7.29 |     0 |     0 |       0 |
| G030.7312-0.0783 | 281.9254 |  -1.9942 |   36 |   22 | 106 |   28 |  1.8 |  3.84 | 22.63 |     0 |     0 |       0 |
| G030.7649+0.2101 |  281.684 |  -1.8327 |   38 |   26 |  54 |   31 | 0.71 |  1.87 |  9.92 |     0 |     0 |       0 |
| G030.7912-0.1173 | 281.9875 |  -1.9586 |   26 |   25 | 143 |   26 | 0.51 |  0.91 |  6.51 |     0 |     0 |       0 |
| G030.7941+0.0736 | 281.8189 |  -1.8689 |   35 |   23 |  48 |   28 | 0.52 |  1.14 |  7.11 |     0 |     0 |       0 |
| G030.8130-0.0235 |  281.914 |  -1.8964 |   33 |   24 | -14 |   28 | 2.32 |  4.96 | 24.11 |     0 |     0 |       0 |
| G030.8218-0.1679 | 282.0466 |  -1.9545 |   36 |   31 | 131 |   33 | 0.54 |  1.64 |  7.54 |     0 |     0 |       0 |
| G030.8280-0.0593 | 281.9527 |  -1.8994 |   51 |   22 |  51 |   33 | 1.41 |  4.27 | 15.13 |     0 |     0 |       0 |
| G030.8447+0.1775 | 281.7495 |  -1.7765 |   34 |   23 |  95 |   28 | 0.52 |  1.09 |  7.41 |     0 |     0 |       0 |
| G030.8523-0.1086 | 282.0077 |  -1.9002 |   39 |   26 |  65 |   32 | 0.77 |  2.08 | 10.12 |     0 |     0 |       0 |
| G030.8620+0.0392 | 281.8805 |  -1.8242 |   34 |   19 |  98 |   25 | 0.61 |  1.08 |  7.62 |     0 |     0 |       0 |
| G030.8624-0.0394 | 281.9506 |  -1.8597 |   29 |   20 | 109 |   24 | 0.64 |  1.02 |  9.02 |     0 |     0 |       0 |
| G030.8666-0.1197 | 282.0241 |  -1.8926 |   36 |   28 |  49 |   32 |  0.6 |  1.62 |  8.36 |     0 |     0 |       0 |
| G030.8743-0.0946 | 282.0052 |  -1.8743 |   29 |   23 | 159 |   26 | 0.88 |   1.6 | 11.69 |     0 |     0 |       0 |
| G031.1205+0.0253 | 282.0108 |  -1.6006 |   25 |   19 |  82 |   22 | 0.76 |  0.98 |  10.5 |     0 |     0 |       0 |
| G031.1496+0.2650 | 281.8108 |  -1.4653 |   44 |   29 |  89 |   36 | 0.64 |  2.19 |  8.92 |     0 |     0 |       0 |
| G031.3944+0.3067 | 281.8853 |  -1.2284 |   23 |   19 | 129 |   21 | 0.57 |  0.68 |  7.42 |     0 |     0 |       0 |
| G031.4110+0.3173 | 281.8835 |  -1.2088 |   27 |   19 | -12 |   23 | 0.76 |  1.05 |  6.24 |     0 |     0 |       0 |
| G031.5609+0.3776 | 281.8983 |  -1.0479 |   23 |   19 |  51 |   21 | 0.59 |   0.7 |  7.94 |     0 |     0 |       0 |
| G031.6972-0.1871 |  282.463 |  -1.1841 |   40 |   19 |  22 |   28 | 0.51 |  1.07 |  6.45 |     0 |     0 |       0 |
| G032.0016-0.1987 | 282.6121 |  -0.9186 |   32 |   23 | 145 |   27 | 0.52 |  1.04 |  6.11 |     0 |     0 |       0 |
| G032.0267+0.0570 |  282.396 |  -0.7796 |   44 |   22 |  96 |   31 | 0.87 |  2.26 | 10.66 |     0 |     0 |       0 |
| G032.0351+0.0559 | 282.4009 |  -0.7726 |   30 |   28 |  -7 |   29 | 2.11 |  4.79 | 23.39 |     0 |     0 |       0 |
| G032.0508+0.0616 | 282.4029 |  -0.7561 |   25 |   23 | 134 |   24 | 0.58 |  0.89 |  6.36 |     0 |     0 |       0 |
| G032.1514+0.1215 | 282.3955 |  -0.6393 |   35 |   23 | 122 |   28 | 0.56 |  1.22 |  6.08 |     0 |     0 |       0 |
| G032.4558+0.3865 | 282.2985 |  -0.2475 |   24 |   22 | 161 |   23 | 0.76 |  1.07 |  9.36 |     0 |     0 |       0 |
| G033.1345-0.0221 | 282.9716 |   0.1702 |   32 |   22 |  28 |   26 | 0.56 |  1.06 |  5.99 |     0 |     0 |       0 |
| G033.2011+0.0194 |  282.965 |   0.2485 |   33 |   19 |  51 |   25 | 0.52 |  0.87 |  5.56 |     0 |     0 |       0 |
| G033.4196+0.1249 | 282.9708 |    0.491 |   28 |   28 | -16 |   28 | 0.63 |  1.35 |  6.84 |     0 |     0 |       0 |
| G033.4526-0.0810 | 283.1691 |   0.4265 |   37 |   28 |  -3 |   32 | 0.52 |  1.44 |  5.69 |     0 |     0 |       0 |
| G033.6218-0.0335 |  283.204 |   0.5987 |   32 |   23 | 100 |   27 | 0.52 |  1.06 |  6.47 |     0 |     0 |       0 |
| G034.0875+0.0104 | 283.3773 |   1.0332 |   26 |   26 |  38 |   26 | 1.15 |  2.18 | 13.87 |     0 |     0 |       0 |
| G034.2446+0.1585 | 283.3171 |   1.2406 |   31 |   19 |  35 |   24 | 3.36 |  5.35 |  34.2 |     0 |     0 |       0 |
| G034.6978+0.0039 | 283.6615 |   1.5733 |   38 |   30 |  19 |   34 | 0.62 |   1.9 |  7.94 |     0 |     0 |       0 |
| G034.7391-0.1197 | 283.7904 |   1.5537 |   32 |   27 | 116 |   29 | 0.61 |   1.4 |  7.28 |     0 |     0 |       0 |
| G034.7798-0.5671 | 284.2072 |   1.3858 |   32 |   23 |  23 |   27 | 0.51 |  1.02 |  6.55 |     0 |     0 |       0 |
| G035.2006-0.7253 | 284.5402 |    1.688 |   23 |   19 | 131 |   21 | 0.84 |   1.0 |  6.86 |     0 |     0 |       0 |
| G035.3989+0.0255 | 283.9623 |   2.2071 |   22 |   19 | 135 |   21 | 0.88 |   1.0 |  9.47 |     0 |     0 |       0 |
| G035.4440-0.0089 | 284.0136 |   2.2315 |   30 |   25 |  50 |   28 | 0.62 |  1.28 |  7.26 |     0 |     0 |       0 |
| G035.4565+0.1478 | 283.8797 |   2.3142 |   28 |   20 |  43 |   24 | 0.52 |   0.8 |  6.48 |     0 |     0 |       0 |
| G035.4745+0.1343 | 283.8999 |    2.324 |   27 |   26 | 172 |   26 | 0.54 |  1.03 |  6.05 |     0 |     0 |       0 |
| G035.5175-0.0342 | 284.0696 |   2.2854 |   51 |   19 |  74 |   31 | 0.51 |  1.33 |  6.68 |     0 |     0 |       0 |
| G035.5240-0.0486 | 284.0855 |   2.2846 |   32 |   19 | 103 |   25 | 0.51 |  0.86 |  6.13 |     0 |     0 |       0 |
| G035.7445+0.1469 |  284.012 |     2.57 |   24 |   19 | -10 |   21 | 0.54 |  0.68 |  6.16 |     0 |     0 |       0 |
| G037.2755+0.0744 | 284.7768 |    3.899 |   23 |   19 |  99 |   21 | 0.83 |  0.97 |  9.41 |     0 |     0 |       0 |
| G037.3553-0.0588 | 284.9322 |    3.909 |   34 |   19 | -17 |   26 | 0.57 |  1.01 |  5.96 |     0 |     0 |       0 |
| G037.3735-0.2366 |  285.099 |    3.844 |   42 |   37 |  32 |   39 | 0.78 |  3.28 |  8.68 |     0 |     0 |       0 |
| G037.5567+0.1886 | 284.8039 |   4.2012 |   36 |   25 |  74 |   30 | 0.55 |  1.37 |  6.03 |     0 |     0 |       0 |
| G037.6696+0.1422 | 284.8969 |   4.2805 |   32 |   23 | 115 |   27 | 0.53 |  1.02 |  5.88 |     0 |     0 |       0 |
| G037.7636-0.2026 | 285.2475 |   4.2064 |   28 |   23 | -41 |   25 | 0.55 |  0.96 |   6.2 |     0 |     0 |       0 |
| G037.8189-0.3828 | 285.4335 |   4.1731 |   31 |   28 | -28 |   29 | 1.04 |   2.4 | 12.15 |     0 |     0 |       0 |
