|             Name |       ra |      dec | amaj | amin |  PA | FWHM |   Sp |  Sint |   S_N | nYSOs | nMIPS | nSIMBAD |
| G327.6862+0.5774 | 237.5651 | -53.4727 |   43 |   21 |  97 |   30 | 0.53 |  1.32 |  6.09 |     0 |     0 |       0 |
| G327.7224-0.3940 | 238.6532 | -54.2026 |   32 |   26 |  71 |   29 | 1.16 |  2.68 | 14.39 |     0 |     0 |       0 |
| G327.7780-0.6621 | 239.0203 |  -54.373 |   22 |   22 |  59 |   22 | 0.73 |  0.98 |  8.94 |     0 |     0 |       0 |
| G327.9065+0.1573 | 238.2989 | -53.6601 |   37 |   21 | 115 |   28 | 0.65 |  1.34 |  8.06 |     0 |     0 |       0 |
| G327.9767-0.0911 | 238.6576 |  -53.807 |   33 |   22 |  -5 |   26 | 0.54 |  1.02 |  6.43 |     0 |     0 |       0 |
| G327.9866-0.7124 | 239.3496 | -54.2772 |   24 |   21 | 118 |   22 | 0.55 |  0.75 |  7.01 |     0 |     0 |       0 |
| G328.0577+0.2985 | 238.3449 |  -53.455 |   28 |   24 |  30 |   26 | 0.78 |  1.46 |  8.42 |     0 |     0 |       0 |
| G328.1434-0.1092 |  238.894 | -53.7145 |   29 |   19 |  30 |   24 | 0.54 |  0.82 |  6.37 |     0 |     0 |       0 |
| G328.1944-0.4943 | 239.3801 | -53.9765 |   31 |   22 |  12 |   26 | 0.66 |  1.22 |  7.22 |     0 |     0 |       0 |
| G328.2025-0.4650 | 239.3584 |  -53.949 |   32 |   21 |  86 |   26 |  0.9 |  1.64 |  9.86 |     0 |     0 |       0 |
| G328.2075-0.5865 | 239.4984 | -54.0384 |   20 |   20 | 154 |   20 | 0.64 |  0.69 |  6.63 |     0 |     0 |       0 |
| G328.2088-0.5543 | 239.4647 |  -54.013 |   39 |   34 | -19 |   37 | 0.97 |  3.51 | 10.56 |     0 |     0 |       0 |
| G328.2188-0.5922 | 239.5194 | -54.0354 |   28 |   24 |  -2 |   26 | 0.84 |  1.53 |  8.81 |     0 |     0 |       0 |
| G328.2302-0.5422 | 239.4792 | -53.9899 |   31 |   19 | 153 |   24 | 1.07 |  1.72 |  9.81 |     0 |     0 |       0 |
| G328.2409-0.5419 | 239.4928 | -53.9828 |   22 |   19 |  30 |   21 | 0.67 |  0.77 |  5.95 |     0 |     0 |       0 |
| G328.2682-0.5369 | 239.5225 | -53.9613 |   51 |   20 | 125 |   32 | 0.97 |  2.63 |  9.72 |     0 |     0 |       0 |
| G328.2781-0.5505 | 239.5504 | -53.9652 |   25 |   19 |  82 |   22 | 0.55 |  0.71 |  5.66 |     0 |     0 |       0 |
| G328.2959-0.5493 | 239.5721 | -53.9528 |   30 |   19 | -16 |   24 | 0.56 |  0.88 |  6.07 |     0 |     0 |       0 |
| G328.2972-0.5130 | 239.5339 | -53.9242 |   30 |   26 | 111 |   28 | 0.58 |  1.24 |  6.36 |     0 |     0 |       0 |
| G328.2988-0.5242 | 239.5482 | -53.9318 |   28 |   23 |  16 |   26 | 0.76 |  1.34 |  8.09 |     0 |     0 |       0 |
| G328.3188+0.4516 | 238.5194 | -53.1709 |   23 |   19 |  -8 |   21 | 0.55 |  0.66 |  5.92 |     0 |     0 |       0 |
| G328.3678-0.5589 | 239.6757 | -53.9135 |   48 |   19 |  95 |   30 | 0.55 |  1.37 |   6.3 |     0 |     0 |       0 |
| G328.4197+0.5845 | 238.5082 | -53.0041 |   30 |   25 | 131 |   27 | 0.77 |  1.53 |  9.08 |     0 |     0 |       0 |
| G328.6567+0.8594 |  238.521 | -52.6413 |   30 |   19 |  82 |   24 | 0.55 |  0.83 |  5.89 |     0 |     0 |       0 |
| G328.9572+0.5756 | 239.2011 | -52.6669 |   22 |   22 |  52 |   22 | 0.62 |  0.84 |   6.5 |     0 |     0 |       0 |
| G328.9906+0.5736 | 239.2454 | -52.6469 |   30 |   19 |  94 |   24 | 0.59 |  0.92 |  6.42 |     0 |     0 |       0 |
| G329.0746-0.3120 | 240.3068 | -53.2653 |   33 |   19 | -10 |   25 | 0.54 |  0.92 |  6.24 |     0 |     0 |       0 |
| G329.2580-0.3135 | 240.5394 |  -53.146 |   34 |   27 |  10 |   30 | 0.51 |  1.25 |  5.53 |     0 |     0 |       0 |
| G329.2896-0.3872 |   240.66 | -53.1806 |   34 |   25 | -32 |   29 | 0.59 |  1.34 |  6.38 |     0 |     0 |       0 |
| G329.3748-0.2846 | 240.6541 | -53.0473 |   36 |   22 |  75 |   28 | 0.52 |  1.15 |  6.55 |     0 |     0 |       0 |
| G329.4033+0.3661 | 239.9841 | -52.5374 |   38 |   19 |  98 |   27 | 0.76 |   1.5 |  8.16 |     0 |     0 |       0 |
| G329.4117-0.4546 | 240.8871 | -53.1505 |   28 |   20 |  56 |   24 | 0.99 |  1.49 | 11.96 |     0 |     0 |       0 |
| G329.6824+0.1446 | 240.5691 | -52.5217 |   31 |   26 |  50 |   29 | 0.59 |  1.32 |  8.63 |     0 |     0 |       0 |
| G330.5593-0.1149 | 241.9228 |  -52.132 |   38 |   26 |  88 |   32 | 0.57 |  1.55 |  8.64 |     0 |     0 |       0 |
| G330.6734-0.3746 | 242.3459 | -52.2467 |   35 |   27 | 119 |   31 | 1.23 |  3.15 | 18.08 |     0 |     0 |       0 |
| G330.8521-0.3510 | 242.5341 | -52.1083 |   29 |   19 |  32 |   23 |  0.8 |  1.19 |  12.8 |     0 |     0 |       0 |
| G330.8666-0.3510 | 242.5515 | -52.0985 |   29 |   21 |  -2 |   25 |  0.9 |   1.5 | 12.64 |     0 |     0 |       0 |
| G330.8743-0.3563 | 242.5665 | -52.0971 |   37 |   26 |  68 |   31 |  1.5 |  3.96 |  15.2 |     0 |     0 |       0 |
| G330.9373+0.1953 | 242.0375 | -51.6482 |   34 |   28 | 131 |   31 | 0.51 |  1.33 |  8.48 |     0 |     0 |       0 |
| G330.9377-0.4074 | 242.6987 | -52.0916 |   25 |   22 |  58 |   24 | 0.54 |  0.82 |  8.14 |     0 |     0 |       0 |
| G331.0107-0.0976 | 242.4445 | -51.8145 |   43 |   43 |  83 |   43 | 0.59 |  2.93 |  9.01 |     0 |     0 |       0 |
| G331.0184-0.4331 | 242.8234 | -52.0555 |   31 |   21 |   3 |   25 | 0.51 |  0.89 |  7.86 |     0 |     0 |       0 |
| G331.0288-0.4308 | 242.8332 | -52.0467 |   48 |   25 |  24 |   35 | 1.35 |  4.37 | 20.67 |     0 |     0 |       0 |
| G331.0330-0.1927 | 242.5753 | -51.8693 |   45 |   30 | -16 |   37 | 0.71 |  2.59 | 11.88 |     0 |     0 |       0 |
| G331.0364-0.4387 | 242.8511 | -52.0473 |   28 |   24 | 102 |   26 | 0.53 |  0.98 |  8.09 |     0 |     0 |       0 |
| G331.0455-0.4230 | 242.8445 | -52.0296 |   36 |   22 | -15 |   28 | 0.51 |  1.07 |  7.49 |     0 |     0 |       0 |
| G331.0605-0.1660 | 242.5788 |  -51.831 |   42 |   24 |  66 |   32 | 0.94 |  2.56 | 14.06 |     0 |     0 |       0 |
| G331.1288-0.4939 | 243.0221 | -52.0246 |   31 |   28 |   1 |   30 | 1.12 |  2.68 | 16.82 |     0 |     0 |       0 |
| G331.1410-0.2431 |  242.759 | -51.8328 |   46 |   19 |  47 |   30 | 0.75 |   1.8 | 10.85 |     0 |     0 |       0 |
| G331.2475-0.4493 | 243.1131 | -51.9109 |   56 |   23 | -20 |   36 | 0.63 |  2.17 | 10.18 |     0 |     0 |       0 |
| G331.3144-0.3202 | 243.0491 | -51.7709 |   40 |   27 | -28 |   33 | 0.69 |  2.04 | 10.99 |     0 |     0 |       0 |
| G331.3279-0.3880 | 243.1401 | -51.8111 |   29 |   29 |   4 |   29 | 0.65 |  1.51 | 10.51 |     0 |     0 |       0 |
| G331.3466+0.1807 | 242.5381 | -51.3822 |   32 |   21 |  12 |   26 | 0.66 |  1.18 |  11.4 |     0 |     0 |       0 |
| G331.3519-0.3409 | 243.1162 | -51.7604 |   28 |   24 | 121 |   26 | 0.76 |  1.43 |  12.9 |     0 |     0 |       0 |
| G331.4298-0.3658 | 243.2355 | -51.7251 |   34 |   30 |  40 |   32 | 0.66 |  1.82 | 10.24 |     0 |     0 |       0 |
| G331.4328-0.2648 | 243.1273 | -51.6495 |   33 |   26 | 112 |   30 | 0.62 |  1.48 | 10.58 |     0 |     0 |       0 |
| G331.4900-0.0905 | 243.0028 | -51.4832 |   29 |   19 |  60 |   23 | 0.79 |  1.17 | 11.79 |     0 |     0 |       0 |
| G331.4942-0.2727 | 243.2082 | -51.6132 |   44 |   21 |  38 |   31 | 0.52 |  1.33 |   8.6 |     0 |     0 |       0 |
| G331.4956-0.0794 | 242.9972 | -51.4713 |   31 |   19 | 134 |   24 | 1.18 |   1.9 | 15.34 |     0 |     0 |       0 |
| G331.5110+0.2007 | 242.7093 | -51.2558 |   31 |   26 |  41 |   29 | 0.62 |  1.38 | 10.39 |     0 |     0 |       0 |
| G331.5525-0.1373 | 243.1273 | -51.4746 |   35 |   19 | 107 |   26 | 0.62 |  1.12 |  8.26 |     0 |     0 |       0 |
| G331.5559-0.0697 | 243.0572 |  -51.423 |   32 |   22 |  38 |   27 | 1.08 |  2.14 | 14.91 |     0 |     0 |       0 |
| G331.6640-0.1602 | 243.2829 | -51.4149 |   36 |   22 |  -4 |   28 | 0.52 |  1.14 |  8.21 |     0 |     0 |       0 |
| G331.6808-0.0308 | 243.1605 | -51.3091 |   36 |   25 |  14 |   30 | 1.03 |  2.46 | 16.73 |     0 |     0 |       0 |
| G332.1297-0.4471 | 244.1395 | -51.3011 |   34 |   23 | -28 |   28 | 0.52 |  1.11 |  8.51 |     0 |     0 |       0 |
| G332.3004-0.1020 | 243.9543 | -50.9341 |   30 |   21 | 159 |   25 |  0.6 |  1.04 |  8.61 |     0 |     0 |       0 |
| G332.3124-0.5559 | 244.4704 | -51.2521 |   36 |   27 |  19 |   31 | 1.09 |  2.91 | 17.75 |     0 |     0 |       0 |
| G332.3223-0.5530 | 244.4784 | -51.2431 |   27 |   20 |  53 |   23 | 0.77 |  1.15 | 12.21 |     0 |     0 |       0 |
| G332.4947-0.1215 | 244.1975 | -50.8133 |   31 |   30 |  11 |   30 | 0.51 |  1.28 |   8.7 |     0 |     0 |       0 |
| G332.5244-0.6283 |  244.793 | -51.1556 |   33 |   21 |  46 |   26 | 0.64 |  1.21 | 10.48 |     0 |     0 |       0 |
| G332.6382-0.5873 | 244.8764 | -51.0466 |   19 |   19 |  12 |   19 | 0.69 |   0.7 | 11.01 |     0 |     0 |       0 |
| G332.6826-0.0082 | 244.2863 | -50.6012 |   26 |   25 |   7 |   26 | 0.57 |  1.02 |  8.18 |     0 |     0 |       0 |
| G332.7014-0.6157 | 244.9797 | -51.0224 |   34 |   20 | 108 |   26 | 0.79 |  1.43 | 12.72 |     0 |     0 |       0 |
| G332.7154-0.6756 | 245.0625 | -51.0552 |   39 |   23 |  88 |   30 |  0.6 |  1.44 | 10.66 |     0 |     0 |       0 |
| G332.7393-0.6211 | 245.0286 | -50.9996 |   43 |   26 |   3 |   34 | 1.11 |  3.42 | 19.27 |     0 |     0 |       0 |
| G332.7570-0.4666 | 244.8764 | -50.8772 |   34 |   30 | 126 |   32 | 0.96 |  2.73 | 16.19 |     0 |     0 |       0 |
| G332.7650-0.5856 |  245.018 | -50.9563 |   27 |   20 | 105 |   23 | 0.54 |  0.79 |  9.12 |     0 |     0 |       0 |
| G332.8975-0.5488 | 245.1263 | -50.8369 |   26 |   19 | 121 |   22 | 0.51 |  0.68 |  8.57 |     0 |     0 |       0 |
| G332.9580-0.6710 | 245.3307 |  -50.881 |   23 |   19 |  82 |   21 | 1.09 |   1.3 | 13.96 |     0 |     0 |       0 |
| G333.0105-0.4806 | 245.1773 |  -50.709 |   55 |   26 |  60 |   38 | 0.95 |  3.76 | 14.77 |     0 |     0 |       0 |
| G333.0138-0.5339 | 245.2402 | -50.7445 |   38 |   27 | -29 |   32 | 0.56 |  1.54 |  9.34 |     0 |     0 |       0 |
| G333.0142-0.5213 | 245.2267 | -50.7353 |   35 |   28 |  50 |   31 | 1.06 |  2.79 | 17.45 |     0 |     0 |       0 |
| G333.0150-0.7511 | 245.4845 | -50.8974 |   36 |   30 |   6 |   33 | 0.62 |   1.8 |  9.82 |     0 |     0 |       0 |
| G333.0151-0.4964 |    245.2 |  -50.717 |   47 |   26 |  56 |   35 | 0.65 |  2.18 | 10.11 |     0 |     0 |       0 |
| G333.0227-0.3997 | 245.1011 |  -50.643 |   31 |   26 |   9 |   28 | 0.58 |  1.25 |  9.58 |     0 |     0 |       0 |
| G333.0667-0.4154 | 245.1678 | -50.6231 |   28 |   19 | 126 |   23 | 0.52 |  0.75 |  7.97 |     0 |     0 |       0 |
| G333.1162-0.4924 | 245.3088 | -50.6428 |   28 |   21 |  82 |   24 |  0.7 |  1.09 | 12.15 |     0 |     0 |       0 |
| G333.1236-0.5520 | 245.3833 | -50.6798 |   31 |   19 | 109 |   24 |  0.7 |  1.12 | 10.02 |     0 |     0 |       0 |
| G333.1254-0.0275 | 244.8053 | -50.3058 |   28 |   24 |  72 |   26 | 0.52 |  0.95 |  8.47 |     0 |     0 |       0 |
| G333.1257-0.5778 | 245.4144 | -50.6966 |   37 |   21 | -16 |   28 |  0.8 |  1.68 | 11.65 |     0 |     0 |       0 |
| G333.1639-0.4413 | 245.3051 | -50.5729 |   32 |   19 | -28 |   25 | 0.74 |  1.26 | 11.96 |     0 |     0 |       0 |
| G333.1700-0.4303 | 245.2998 | -50.5609 |   25 |   25 |  10 |   25 | 1.62 |  2.71 | 25.59 |     0 |     0 |       0 |
| G333.1721+0.0196 | 244.8058 | -50.2395 |   32 |   25 |  85 |   28 | 0.56 |  1.19 | 10.21 |     0 |     0 |       0 |
| G333.1797-0.3958 | 245.2722 | -50.5296 |   41 |   29 |   9 |   35 | 1.03 |  3.35 | 18.13 |     0 |     0 |       0 |
| G333.1980-0.3534 | 245.2457 | -50.4866 |   34 |   25 |  58 |   29 |  0.9 |  2.11 | 15.17 |     0 |     0 |       0 |
| G333.2050-0.3669 | 245.2684 | -50.4912 |   33 |   30 | 111 |   31 | 0.71 |  1.89 | 11.86 |     0 |     0 |       0 |
| G333.2090-0.4041 | 245.3141 | -50.5148 |   58 |   21 |  78 |   35 | 0.96 |  3.19 | 15.11 |     0 |     0 |       0 |
| G333.2161-0.4094 | 245.3279 | -50.5135 |   24 |   19 |  21 |   21 | 0.52 |  0.64 |  8.05 |     0 |     0 |       0 |
| G333.2260-0.0580 | 244.9509 |  -50.257 |   26 |   19 |  79 |   22 | 0.76 |  1.01 | 12.68 |     0 |     0 |       0 |
| G333.2280-0.0893 | 244.9875 | -50.2779 |   32 |   19 |  95 |   25 | 0.52 |  0.87 |  8.37 |     0 |     0 |       0 |
| G333.2418-0.5148 | 245.4737 |   -50.57 |   42 |   33 |  46 |   37 | 0.68 |  2.59 | 11.34 |     0 |     0 |       0 |
| G333.2770-0.4846 | 245.4792 | -50.5237 |   35 |   24 |  39 |   29 |  0.6 |  1.37 |  9.89 |     0 |     0 |       0 |
| G333.2902-0.3456 | 245.3395 |  -50.416 |   30 |   22 | 143 |   26 | 0.82 |  1.52 | 12.75 |     0 |     0 |       0 |
| G333.2914-0.4229 | 245.4267 | -50.4699 |   26 |   26 |  72 |   26 | 1.16 |  2.16 | 17.91 |     0 |     0 |       0 |
| G333.4489-0.1822 | 245.3349 | -50.1883 |   26 |   20 | 130 |   22 | 0.74 |   1.0 | 11.34 |     0 |     0 |       0 |
| G333.4685-0.1735 | 245.3472 | -50.1683 |   28 |   22 | 150 |   25 | 1.22 |  2.07 | 16.61 |     0 |     0 |       0 |
| G333.4700-0.4851 | 245.6938 | -50.3873 |   48 |   34 | 108 |   40 | 0.95 |  4.09 | 15.33 |     0 |     0 |       0 |
| G333.4800-0.2243 | 245.4159 | -50.1961 |   34 |   24 |  87 |   28 | 1.19 |  2.58 | 19.15 |     0 |     0 |       0 |
| G333.4826-0.2468 | 245.4436 | -50.2102 |   38 |   30 |  76 |   34 | 0.54 |  1.67 |  9.09 |     0 |     0 |       0 |
| G333.4974-0.1154 | 245.3151 | -50.1067 |   31 |   23 |  88 |   27 |  0.7 |  1.36 | 10.68 |     0 |     0 |       0 |
| G333.5081-0.2398 | 245.4641 | -50.1872 |   37 |   24 |  43 |   30 |  0.7 |  1.68 | 12.01 |     0 |     0 |       0 |
| G333.5685+0.0292 | 245.2348 |  -49.954 |   38 |   26 |  16 |   31 | 0.86 |  2.24 | 14.34 |     0 |     0 |       0 |
| G333.6425+0.3764 | 244.9378 | -49.6552 |   26 |   26 |  -5 |   26 | 0.53 |  0.96 |  8.39 |     0 |     0 |       0 |
| G333.6563+0.0587 | 245.2992 | -49.8712 |   38 |   29 |   6 |   33 | 1.56 |  4.67 | 23.55 |     0 |     0 |       0 |
| G333.6688-0.3480 | 245.7607 | -50.1498 |   29 |   19 |  59 |   24 | 0.53 |  0.81 |  9.17 |     0 |     0 |       0 |
| G333.6708-0.3575 | 245.7735 | -50.1549 |   36 |   25 | 111 |   30 | 0.59 |  1.43 |  9.61 |     0 |     0 |       0 |
| G333.6827-0.2555 | 245.6737 | -50.0746 |   58 |   24 |  66 |   37 | 0.61 |   2.3 | 10.85 |     0 |     0 |       0 |
| G333.6926-0.1945 | 245.6172 | -50.0246 |   44 |   24 |  47 |   32 | 0.84 |   2.4 |  13.9 |     0 |     0 |       0 |
| G333.6987-0.2122 | 245.6434 | -50.0328 |   58 |   32 |  51 |   43 | 0.53 |  2.62 |  8.43 |     0 |     0 |       0 |
| G333.7556-0.2294 | 245.7249 | -50.0046 |   35 |   24 | 138 |   29 | 0.79 |  1.78 | 12.97 |     0 |     0 |       0 |
| G333.7656+0.3477 | 245.1042 | -49.5891 |   46 |   31 |  11 |   38 | 0.76 |   2.9 | 12.28 |     0 |     0 |       0 |
| G333.9683+0.0683 | 245.6302 | -49.6438 |   33 |   29 | -26 |   31 |  0.9 |  2.31 | 15.26 |     0 |     0 |       0 |
| G334.1747+0.0764 | 245.8455 | -49.4916 |   37 |   23 |  94 |   29 | 0.58 |  1.33 |  8.99 |     0 |     0 |       0 |
| G334.4338+0.3290 | 245.8498 | -49.1298 |   27 |   21 |  66 |   24 | 0.58 |  0.92 |  9.72 |     0 |     0 |       0 |
| G334.6666-0.1328 |  246.604 | -49.2868 |   45 |   22 |  94 |   31 | 0.51 |  1.35 |  9.34 |     0 |     0 |       0 |
| G335.4619-0.2371 | 247.5582 | -48.7847 |   41 |   27 | -13 |   34 | 0.85 |  2.59 | 15.75 |     0 |     0 |       0 |
| G335.5915+0.1836 | 247.2321 | -48.4009 |   38 |   28 | 123 |   33 | 0.57 |   1.7 | 11.59 |     0 |     0 |       0 |
| G336.0895+0.0341 | 247.9094 | -48.1419 |   24 |   21 |  -3 |   23 | 0.57 |  0.78 | 11.13 |     0 |     0 |       0 |
| G336.2475-0.1369 | 248.2584 | -48.1431 |   37 |   25 | 114 |   31 | 0.62 |  1.58 | 12.96 |     0 |     0 |       0 |
| G336.3350+0.2456 | 247.9297 | -47.8181 |   28 |   23 |  80 |   25 | 0.61 |  1.03 | 12.11 |     0 |     0 |       0 |
| G336.3536-0.1469 | 248.3774 | -48.0721 |   35 |   23 |  95 |   28 | 1.02 |  2.19 | 19.86 |     0 |     0 |       0 |
| G336.4689-0.2023 | 248.5553 |  -48.025 |   47 |   22 |  19 |   32 | 0.51 |  1.42 |  9.49 |     0 |     0 |       0 |
| G336.4976-0.2722 | 248.6613 | -48.0512 |   25 |   21 | 156 |   23 | 0.93 |   1.3 | 16.07 |     0 |     0 |       0 |
| G336.5282-0.1744 | 248.5847 | -47.9625 |   30 |   22 | 101 |   26 | 0.53 |  0.96 |  8.87 |     0 |     0 |       0 |
| G336.5649-0.0825 |  248.521 | -47.8732 |   33 |   23 |  53 |   28 | 0.71 |  1.46 | 12.69 |     0 |     0 |       0 |
| G336.5714-0.1096 | 248.5573 | -47.8869 |   44 |   32 |  76 |   38 | 0.73 |  2.82 | 12.88 |     0 |     0 |       0 |
| G336.5915+0.1772 | 248.2644 | -47.6773 |   26 |   22 |  36 |   24 | 0.57 |  0.87 |  9.69 |     0 |     0 |       0 |
| G336.7050+0.0194 | 248.5509 | -47.7011 |   49 |   30 |   2 |   38 | 0.68 |  2.73 | 11.49 |     0 |     0 |       0 |
| G336.7428+0.1078 | 248.4926 | -47.6134 |   36 |   28 |  26 |   32 | 0.72 |  1.93 | 12.56 |     0 |     0 |       0 |
| G336.7458+0.0486 | 248.5601 | -47.6513 |   36 |   28 |  30 |   32 | 0.57 |  1.54 |  10.6 |     0 |     0 |       0 |
| G336.7536-0.2204 | 248.8626 | -47.8276 |   68 |   27 |  -3 |   43 | 0.75 |  3.71 | 13.16 |     0 |     0 |       0 |
| G336.7621+0.0632 | 248.5605 | -47.6295 |   30 |   22 |  36 |   26 | 0.58 |  1.02 | 10.36 |     0 |     0 |       0 |
| G336.8022+0.0490 | 248.6164 | -47.6097 |   26 |   22 |  86 |   24 | 0.57 |  0.89 |  9.91 |     0 |     0 |       0 |
| G336.8177+0.1268 | 248.5471 | -47.5456 |   32 |   24 | 115 |   28 | 0.81 |  1.68 | 12.84 |     0 |     0 |       0 |
| G336.8253+0.1397 | 248.5407 | -47.5312 |   34 |   20 |  70 |   26 | 0.55 |   1.0 | 10.41 |     0 |     0 |       0 |
| G336.8315+0.1307 | 248.5567 | -47.5327 |   32 |   19 |   9 |   25 | 0.52 |  0.87 |  9.37 |     0 |     0 |       0 |
| G336.8349+0.0706 | 248.6257 | -47.5709 |   52 |   42 |  22 |   47 | 0.57 |  3.42 |  9.85 |     0 |     0 |       0 |
| G336.8409+0.0208 |  248.686 | -47.6002 |   27 |   20 |  38 |   23 | 0.76 |  1.12 | 13.01 |     0 |     0 |       0 |
| G336.8763-0.0328 | 248.7801 | -47.6103 |   39 |   28 | 110 |   33 | 1.03 |  3.02 | 18.53 |     0 |     0 |       0 |
| G336.9022-0.1621 | 248.9476 | -47.6785 |   44 |   35 |  72 |   39 | 2.17 |  9.01 | 37.04 |     0 |     0 |       0 |
| G336.9340-0.1849 | 249.0045 | -47.6704 |   37 |   19 |  44 |   27 | 0.64 |  1.25 | 11.56 |     0 |     0 |       0 |
| G336.9856-0.0117 | 248.8664 | -47.5156 |   31 |   19 | 144 |   24 |  1.0 |   1.6 | 14.71 |     0 |     0 |       0 |
| G337.1010-0.0518 | 249.0254 | -47.4573 |   41 |   41 | 110 |   41 | 0.54 |  2.47 |   8.8 |     0 |     0 |       0 |
| G337.1415+0.0089 | 248.9994 | -47.3865 |   26 |   19 |  71 |   22 | 0.68 |   0.9 | 11.07 |     0 |     0 |       0 |
| G337.1468-0.0918 | 249.1147 | -47.4503 |   30 |   26 |  63 |   28 |  0.7 |  1.46 | 11.37 |     0 |     0 |       0 |
| G337.1617+0.1113 | 248.9078 | -47.3026 |   45 |   27 | 112 |   35 | 0.51 |  1.66 |  8.13 |     0 |     0 |       0 |
| G337.2059-0.0742 | 249.1543 | -47.3948 |   38 |   20 |  64 |   27 | 0.71 |  1.44 | 10.73 |     0 |     0 |       0 |
| G337.2788+0.1182 | 249.0167 | -47.2114 |   30 |   27 | 152 |   28 | 0.82 |   1.8 | 12.91 |     0 |     0 |       0 |
| G337.2860+0.0083 | 249.1436 |   -47.28 |   48 |   24 |   0 |   34 | 1.18 |  3.69 | 20.01 |     0 |     0 |       0 |
| G337.2891-0.1088 | 249.2745 | -47.3564 |   38 |   33 | 100 |   36 | 0.82 |  2.82 | 13.76 |     0 |     0 |       0 |
| G337.3223-0.3726 |  249.597 | -47.5083 |   26 |   22 | 105 |   24 | 0.51 |  0.79 |  7.96 |     0 |     0 |       0 |
| G337.3478-0.1584 | 249.3871 | -47.3461 |   21 |   20 | 154 |   21 | 0.55 |  0.64 |  8.77 |     0 |     0 |       0 |
| G337.4091-0.4093 | 249.7233 | -47.4682 |   28 |   19 | 143 |   23 | 0.63 |  0.91 |  6.26 |     0 |     0 |       0 |
| G337.4307+0.0733 | 249.2158 | -47.1292 |   37 |   26 | 110 |   31 | 0.76 |  1.96 | 12.14 |     0 |     0 |       0 |
| G337.5371-0.1728 | 249.5895 |  -47.215 |   37 |   27 | 117 |   32 | 0.59 |   1.6 |  8.67 |     0 |     0 |       0 |
| G337.5807-0.0807 | 249.5316 |  -47.121 |   33 |   21 |  88 |   27 | 0.67 |  1.29 |  9.81 |     0 |     0 |       0 |
| G337.6029-0.0564 | 249.5268 | -47.0883 |   25 |   19 | 105 |   22 | 1.24 |   1.6 | 16.87 |     0 |     0 |       0 |
| G337.6682-0.0430 | 249.5762 | -47.0308 |   38 |   24 |  68 |   30 | 0.56 |  1.36 |  7.89 |     0 |     0 |       0 |
| G337.7047-0.3541 | 249.9529 | -47.2109 |   41 |   20 | 120 |   29 | 0.65 |  1.48 |  9.23 |     0 |     0 |       0 |
| G337.7195+0.0645 | 249.5093 | -46.9208 |   30 |   21 | 100 |   25 |  0.9 |  1.52 | 11.29 |     0 |     0 |       0 |
| G337.7207+0.0436 | 249.5333 | -46.9338 |   38 |   26 |  -5 |   31 | 0.56 |  1.49 |  7.58 |     0 |     0 |       0 |
| G337.8026-0.9187 | 250.6738 | -47.5107 |   36 |   23 | 101 |   29 | 0.52 |  1.17 |  6.61 |     0 |     0 |       0 |
| G337.8120+0.0086 | 249.6606 | -46.8893 |   30 |   23 | 118 |   26 | 0.81 |   1.5 | 11.84 |     0 |     0 |       0 |
| G337.9305-0.5222 | 250.3581 | -47.1532 |   36 |   19 | 104 |   26 | 0.57 |  1.06 |  7.36 |     0 |     0 |       0 |
| G337.9427-0.0061 | 249.8041 | -46.8017 |   25 |   22 |  82 |   23 | 1.17 |  1.71 |  16.9 |     0 |     0 |       0 |
| G337.9616-0.1667 | 249.9978 | -46.8944 |   37 |   24 |  79 |   30 | 0.86 |  2.12 | 11.84 |     0 |     0 |       0 |
| G337.9882+0.0237 | 249.8159 | -46.7479 |   31 |   31 | -10 |   31 |  0.7 |  1.86 |  10.2 |     0 |     0 |       0 |
| G338.0360-0.0429 | 249.9348 | -46.7564 |   48 |   33 |  45 |   40 | 0.65 |  2.79 | 10.01 |     0 |     0 |       0 |
| G338.0781-0.0292 | 249.9607 | -46.7159 |   30 |   24 | 137 |   27 | 0.81 |  1.58 |  11.7 |     0 |     0 |       0 |
| G338.0911-0.1493 | 250.1044 | -46.7859 |   35 |   26 | 122 |   30 | 0.54 |  1.29 |  8.11 |     0 |     0 |       0 |
| G338.1087+0.0226 |  249.934 | -46.6587 |   38 |   28 |  11 |   33 | 0.58 |  1.69 |  8.52 |     0 |     0 |       0 |
| G338.1317-0.2104 | 250.2106 |  -46.796 |   69 |   27 | 130 |   43 | 0.52 |  2.61 |  7.76 |     0 |     0 |       0 |
| G338.1457-0.0567 | 250.0562 | -46.6836 |   28 |   19 |  32 |   23 | 0.72 |  1.03 | 10.74 |     0 |     0 |       0 |
| G338.1464+0.1094 | 249.8761 | -46.5728 |   38 |   27 | -21 |   32 | 0.63 |  1.73 |  9.26 |     0 |     0 |       0 |
| G338.2278-0.1194 | 250.2039 | -46.6638 |   26 |   23 | 143 |   25 | 0.57 |  0.93 |  8.81 |     0 |     0 |       0 |
| G338.2736-0.2954 | 250.4407 | -46.7458 |   44 |   19 |  85 |   29 | 0.52 |  1.19 |  8.16 |     0 |     0 |       0 |
| G338.2794+0.1244 | 249.9883 | -46.4634 |   28 |   24 | 131 |   26 | 0.53 |  0.96 |  8.03 |     0 |     0 |       0 |
| G338.3555+0.1822 | 249.9989 | -46.3682 |   34 |   19 |  78 |   25 | 0.65 |  1.13 |  9.71 |     0 |     0 |       0 |
